task_id,model,temperature,n,mean,median,min,max,std,cov,success_rate,ci_95_low,ci_95_high,error_margin_absolute,error_margin_relative,prompt_tokens,completion_tokens,total_tokens
HumanEval/29,deepseek-r1:14b,2.0,100,0.0,0.0,0,0,0.0,nan,0.0,0.0,0.03699349820698569,0.018496749103492846,nan,8400,25600,34000
HumanEval/4,deepseek-coder:6.7b,2.0,100,0.36,0.0,0,1,0.4824181513244218,1.340050420345616,0.36,0.2727122040140433,0.4576459754839127,0.09246688573493472,0.2568524603748187,15300,25411,40711
HumanEval/5,deepseek-coder:6.7b,2.0,100,0.3,0.0,0,1,0.4605661864718382,1.5352206215727942,0.3,0.21894885294932756,0.39584854633346667,0.08844984669206955,0.2948328223068985,12300,22256,34556
HumanEval/6,deepseek-coder:6.7b,2.0,100,0.14,0.0,0,1,0.348735088019777,2.490964914426978,0.14,0.08526343659939131,0.2213718821096384,0.06805422275512354,0.48610159110802525,15100,25180,40280
HumanEval/7,deepseek-coder:6.7b,2.0,100,0.4,0.0,0,1,0.49236596391733095,1.2309149097933274,0.4,0.30940128643245896,0.49799741320893826,0.09429806338823965,0.23574515847059913,13000,23121,36121
HumanEval/8,deepseek-coder:6.7b,2.0,100,0.18,0.0,0,1,0.38612291966536916,2.1451273314742734,0.18,0.11700225498946347,0.2666735838630073,0.07483566443677192,0.4157536913153996,14200,21745,35945
HumanEval/9,deepseek-coder:6.7b,2.0,100,0.38,0.0,0,1,0.48783173121456336,1.2837677137225352,0.38,0.29097599252478734,0.47790244704488927,0.09346322726005096,0.24595586121066043,12200,24367,36567
HumanEval/10,deepseek-coder:6.7b,2.0,100,0.05,0.0,0,1,0.2190429135575903,4.380858271151806,0.05,0.021543679154367966,0.11175046923191914,0.045103395038775584,0.9020679007755117,19500,25284,44784
HumanEval/11,deepseek-coder:6.7b,2.0,100,0.51,1.0,0,1,0.5024183937956913,0.9851341054817476,0.51,0.4134801193402717,0.6057800106955887,0.09614994567765853,0.18852930525031084,10600,25274,35874
HumanEval/12,deepseek-coder:6.7b,2.0,100,0.58,1.0,0,1,0.49604496374885826,0.8552499374980316,0.58,0.4820648670304296,0.6720161732564526,0.09497565311301148,0.16375112605691636,12900,24052,36952
HumanEval/13,deepseek-coder:6.7b,2.0,100,0.59,1.0,0,1,0.4943110704237103,0.8378153735995091,0.59,0.4920143005341078,0.6813268697886348,0.0946562846272635,0.16043438072417543,9400,22377,31777
HumanEval/14,deepseek-coder:6.7b,2.0,100,0.55,1.0,0,1,0.5,0.9090909090909091,0.55,0.4524460299744213,0.6438546202048803,0.09570429511522949,0.17400780930041723,8100,23571,31671
HumanEval/15,deepseek-coder:6.7b,2.0,100,0.8,1.0,0,1,0.40201512610368484,0.502518907629606,0.8,0.7111708344068411,0.8666330666689676,0.0777311161310632,0.097163895163829,9200,22922,32122
HumanEval/16,deepseek-coder:6.7b,2.0,100,0.46,0.0,0,1,0.5009082659620331,1.0889310129609415,0.46,0.365608083090241,0.5573513967663177,0.09587165683803836,0.2084166453000834,9800,22378,32178
HumanEval/17,deepseek-coder:6.7b,2.0,100,0.21,0.0,0,1,0.40936018074033237,1.9493341940015827,0.21,0.141656540619153,0.29979968834089865,0.07907157386087282,0.3765313040993944,21300,23703,45003
HumanEval/18,deepseek-coder:6.7b,2.0,100,0.44,0.0,0,1,0.4988876515698589,1.1338355717496793,0.44,0.34672026630160796,0.5377189534832303,0.09549934359081116,0.217043962706389,12000,24411,36411
HumanEval/19,deepseek-coder:6.7b,2.0,100,0.06,0.0,0,1,0.238683256575942,3.9780542762657003,0.06,0.027786123963188178,0.12476815445895921,0.048491015247885516,0.8081835874647586,14400,24168,38568
HumanEval/20,deepseek-coder:6.7b,2.0,100,0.15,0.0,0,1,0.3588702812826367,2.3924685418842446,0.15,0.09305985283656629,0.23283559590832367,0.06988787153587869,0.4659191435725246,19503,24355,43858
HumanEval/21,deepseek-coder:6.7b,2.0,100,0.46,0.0,0,1,0.5009082659620331,1.0889310129609415,0.46,0.365608083090241,0.5573513967663177,0.09587165683803836,0.2084166453000834,14900,24323,39223
HumanEval/22,deepseek-coder:6.7b,2.0,100,0.46,0.0,0,1,0.5009082659620331,1.0889310129609415,0.46,0.365608083090241,0.5573513967663177,0.09587165683803836,0.2084166453000834,11800,21641,33441
HumanEval/23,deepseek-coder:6.7b,2.0,100,0.92,1.0,0,1,0.2726599243442907,0.29636948298292465,0.92,0.8500189229905126,0.9589065385156195,0.05444380776255342,0.05917805191581893,6200,24440,30640
HumanEval/24,deepseek-coder:6.7b,2.0,100,0.55,1.0,0,1,0.5,0.9090909090909091,0.55,0.4524460299744213,0.6438546202048803,0.09570429511522949,0.17400780930041723,7100,24591,31691
HumanEval/25,deepseek-coder:6.7b,2.0,100,0.3,0.0,0,1,0.4605661864718382,1.5352206215727942,0.3,0.21894885294932756,0.39584854633346667,0.08844984669206955,0.2948328223068985,15000,25335,40335
HumanEval/26,deepseek-coder:6.7b,2.0,100,0.04,0.0,0,1,0.19694638556693236,4.923659639173309,0.04,0.015663303991547604,0.09837071435887923,0.04135370518366581,1.0338426295916452,11000,21475,32475
HumanEval/27,deepseek-coder:6.7b,2.0,100,0.9,1.0,0,1,0.30151134457776363,0.335012605086404,0.9,0.8256343384950865,0.9447708629393249,0.059568262222119195,0.06618695802457689,7100,24354,31454
HumanEval/28,deepseek-coder:6.7b,2.0,100,0.59,1.0,0,1,0.4943110704237103,0.8378153735995091,0.59,0.4920143005341078,0.6813268697886348,0.0946562846272635,0.16043438072417543,8400,24277,32677
HumanEval/29,deepseek-coder:6.7b,2.0,100,0.38,0.0,0,1,0.48783173121456336,1.2837677137225352,0.38,0.29097599252478734,0.47790244704488927,0.09346322726005096,0.24595586121066043,12100,20919,33019
